Customer ID,Age,Gender,Category,Purchase Amount (USD),Previous Purchases,Frequency of Purchases,Subscription Status,Review Rating,Cluster,Segment
276,48,Male,Accessories,85,13,Weekly,Yes,4.0,1,💎 Champions (High-Value Loyalists)
277,25,Male,Clothing,30,11,Fortnightly,Yes,3.5,1,💎 Champions (High-Value Loyalists)
278,29,Male,Clothing,29,36,Bi-Weekly,Yes,3.0,1,💎 Champions (High-Value Loyalists)
279,57,Male,Clothing,95,23,Annually,Yes,3.7,1,💎 Champions (High-Value Loyalists)
280,23,Male,Footwear,69,37,Monthly,Yes,4.0,1,💎 Champions (High-Value Loyalists)
281,45,Male,Footwear,69,21,Bi-Weekly,Yes,4.2,1,💎 Champions (High-Value Loyalists)
282,38,Male,Accessories,61,22,Bi-Weekly,Yes,2.5,1,💎 Champions (High-Value Loyalists)
283,21,Male,Clothing,94,9,Monthly,Yes,3.0,1,💎 Champions (High-Value Loyalists)
284,32,Male,Clothing,30,16,Annually,Yes,3.2,1,💎 Champions (High-Value Loyalists)
285,63,Male,Clothing,45,4,Quarterly,Yes,3.5,1,💎 Champions (High-Value Loyalists)
286,29,Male,Accessories,39,3,Bi-Weekly,Yes,4.8,1,💎 Champions (High-Value Loyalists)
287,27,Male,Accessories,51,6,Annually,Yes,2.6,1,💎 Champions (High-Value Loyalists)
288,56,Male,Accessories,37,18,Fortnightly,Yes,3.4,1,💎 Champions (High-Value Loyalists)
289,30,Male,Clothing,62,34,Bi-Weekly,Yes,3.7,1,💎 Champions (High-Value Loyalists)
290,49,Male,Outerwear,85,26,Monthly,Yes,4.5,1,💎 Champions (High-Value Loyalists)
291,58,Male,Clothing,33,50,Weekly,Yes,3.7,1,💎 Champions (High-Value Loyalists)
292,57,Male,Clothing,26,40,Monthly,Yes,3.3,1,💎 Champions (High-Value Loyalists)
293,60,Male,Footwear,99,24,Quarterly,Yes,4.7,1,💎 Champions (High-Value Loyalists)
294,69,Male,Accessories,39,33,Annually,Yes,2.7,1,💎 Champions (High-Value Loyalists)
295,70,Male,Clothing,20,19,Every 3 Months,Yes,4.6,1,💎 Champions (High-Value Loyalists)
296,53,Male,Accessories,42,24,Quarterly,Yes,2.7,1,💎 Champions (High-Value Loyalists)
297,25,Male,Footwear,74,19,Weekly,Yes,4.8,1,💎 Champions (High-Value Loyalists)
298,48,Male,Footwear,26,4,Bi-Weekly,Yes,4.4,1,💎 Champions (High-Value Loyalists)
299,69,Male,Clothing,53,11,Every 3 Months,Yes,4.0,1,💎 Champions (High-Value Loyalists)
300,25,Male,Footwear,80,28,Fortnightly,Yes,3.2,1,💎 Champions (High-Value Loyalists)
301,29,Male,Accessories,98,24,Weekly,Yes,4.4,1,💎 Champions (High-Value Loyalists)
302,46,Male,Clothing,95,25,Every 3 Months,Yes,3.8,1,💎 Champions (High-Value Loyalists)
303,37,Male,Clothing,44,27,Every 3 Months,Yes,3.6,1,💎 Champions (High-Value Loyalists)
304,20,Male,Footwear,60,49,Weekly,Yes,3.3,1,💎 Champions (High-Value Loyalists)
305,40,Male,Clothing,84,45,Bi-Weekly,Yes,3.4,1,💎 Champions (High-Value Loyalists)
306,60,Male,Clothing,59,26,Annually,Yes,3.5,1,💎 Champions (High-Value Loyalists)
307,26,Male,Outerwear,49,4,Annually,Yes,3.6,1,💎 Champions (High-Value Loyalists)
308,29,Male,Accessories,32,3,Every 3 Months,Yes,3.2,1,💎 Champions (High-Value Loyalists)
309,66,Male,Accessories,29,45,Bi-Weekly,Yes,3.7,1,💎 Champions (High-Value Loyalists)
310,66,Male,Clothing,22,21,Fortnightly,Yes,4.5,1,💎 Champions (High-Value Loyalists)
311,56,Male,Clothing,85,50,Fortnightly,Yes,4.6,1,💎 Champions (High-Value Loyalists)
312,69,Male,Clothing,52,19,Monthly,Yes,4.1,1,💎 Champions (High-Value Loyalists)
313,38,Male,Clothing,89,6,Annually,Yes,3.4,1,💎 Champions (High-Value Loyalists)
314,42,Male,Clothing,77,50,Every 3 Months,Yes,3.7,1,💎 Champions (High-Value Loyalists)
315,30,Male,Clothing,24,17,Every 3 Months,Yes,3.3,1,💎 Champions (High-Value Loyalists)
316,66,Male,Accessories,24,24,Annually,Yes,4.5,1,💎 Champions (High-Value Loyalists)
317,36,Male,Accessories,22,46,Monthly,Yes,3.3,1,💎 Champions (High-Value Loyalists)
318,58,Male,Clothing,82,42,Every 3 Months,Yes,4.3,1,💎 Champions (High-Value Loyalists)
319,45,Male,Accessories,67,10,Annually,Yes,2.5,1,💎 Champions (High-Value Loyalists)
320,47,Male,Clothing,74,1,Every 3 Months,Yes,2.6,1,💎 Champions (High-Value Loyalists)
321,66,Male,Accessories,72,28,Quarterly,Yes,4.9,1,💎 Champions (High-Value Loyalists)
322,41,Male,Footwear,36,48,Quarterly,Yes,4.7,1,💎 Champions (High-Value Loyalists)
323,41,Male,Accessories,95,47,Monthly,Yes,3.0,1,💎 Champions (High-Value Loyalists)
324,66,Male,Clothing,78,29,Bi-Weekly,Yes,3.5,1,💎 Champions (High-Value Loyalists)
325,37,Male,Clothing,82,37,Quarterly,Yes,4.8,1,💎 Champions (High-Value Loyalists)
326,70,Male,Clothing,70,38,Annually,Yes,4.3,1,💎 Champions (High-Value Loyalists)
327,62,Male,Accessories,41,48,Weekly,Yes,3.2,1,💎 Champions (High-Value Loyalists)
328,61,Male,Outerwear,42,36,Weekly,Yes,3.1,1,💎 Champions (High-Value Loyalists)
329,48,Male,Outerwear,50,9,Weekly,Yes,2.8,1,💎 Champions (High-Value Loyalists)
330,70,Male,Clothing,31,34,Monthly,Yes,2.9,1,💎 Champions (High-Value Loyalists)
331,46,Male,Clothing,51,43,Bi-Weekly,Yes,3.7,1,💎 Champions (High-Value Loyalists)
332,31,Male,Clothing,98,46,Quarterly,Yes,3.3,1,💎 Champions (High-Value Loyalists)
333,19,Male,Clothing,86,5,Monthly,Yes,2.8,1,💎 Champions (High-Value Loyalists)
334,39,Male,Clothing,64,15,Bi-Weekly,Yes,4.5,1,💎 Champions (High-Value Loyalists)
335,41,Male,Clothing,46,30,Annually,Yes,2.6,1,💎 Champions (High-Value Loyalists)
336,20,Male,Clothing,85,44,Every 3 Months,Yes,3.7,1,💎 Champions (High-Value Loyalists)
337,36,Male,Accessories,81,16,Annually,Yes,4.4,1,💎 Champions (High-Value Loyalists)
338,32,Male,Clothing,59,16,Annually,Yes,4.3,1,💎 Champions (High-Value Loyalists)
339,69,Male,Clothing,79,16,Weekly,Yes,3.5,1,💎 Champions (High-Value Loyalists)
340,40,Male,Clothing,33,21,Every 3 Months,Yes,3.8,1,💎 Champions (High-Value Loyalists)
341,40,Male,Clothing,47,39,Every 3 Months,Yes,3.5,1,💎 Champions (High-Value Loyalists)
342,20,Male,Accessories,20,40,Bi-Weekly,Yes,4.6,1,💎 Champions (High-Value Loyalists)
343,64,Male,Outerwear,36,48,Every 3 Months,Yes,2.6,1,💎 Champions (High-Value Loyalists)
344,27,Male,Footwear,39,26,Monthly,Yes,4.4,1,💎 Champions (High-Value Loyalists)
345,24,Male,Clothing,71,46,Monthly,Yes,4.0,1,💎 Champions (High-Value Loyalists)
346,48,Male,Footwear,59,27,Annually,Yes,4.4,1,💎 Champions (High-Value Loyalists)
347,49,Male,Clothing,50,5,Weekly,Yes,4.7,1,💎 Champions (High-Value Loyalists)
348,36,Male,Footwear,41,43,Fortnightly,Yes,3.9,1,💎 Champions (High-Value Loyalists)
349,56,Male,Clothing,59,17,Fortnightly,Yes,2.7,1,💎 Champions (High-Value Loyalists)
350,37,Male,Accessories,87,3,Bi-Weekly,Yes,3.7,1,💎 Champions (High-Value Loyalists)
351,42,Male,Clothing,68,47,Fortnightly,Yes,2.6,1,💎 Champions (High-Value Loyalists)
352,28,Male,Clothing,90,24,Bi-Weekly,Yes,3.9,1,💎 Champions (High-Value Loyalists)
353,27,Male,Clothing,71,12,Every 3 Months,Yes,4.9,1,💎 Champions (High-Value Loyalists)
354,63,Male,Footwear,64,35,Monthly,Yes,4.1,1,💎 Champions (High-Value Loyalists)
355,58,Male,Accessories,76,42,Weekly,Yes,3.0,1,💎 Champions (High-Value Loyalists)
356,37,Male,Accessories,42,1,Every 3 Months,Yes,4.1,1,💎 Champions (High-Value Loyalists)
357,56,Male,Clothing,80,27,Weekly,Yes,3.8,1,💎 Champions (High-Value Loyalists)
358,18,Male,Accessories,56,16,Bi-Weekly,Yes,4.0,1,💎 Champions (High-Value Loyalists)
359,48,Male,Accessories,25,36,Every 3 Months,Yes,3.6,1,💎 Champions (High-Value Loyalists)
360,31,Male,Footwear,74,30,Every 3 Months,Yes,3.0,1,💎 Champions (High-Value Loyalists)
361,51,Male,Clothing,30,18,Fortnightly,Yes,3.0,1,💎 Champions (High-Value Loyalists)
362,65,Male,Clothing,96,45,Annually,Yes,2.6,1,💎 Champions (High-Value Loyalists)
363,53,Male,Footwear,64,1,Fortnightly,Yes,3.4,1,💎 Champions (High-Value Loyalists)
364,55,Male,Clothing,88,42,Fortnightly,Yes,3.1,1,💎 Champions (High-Value Loyalists)
365,62,Male,Footwear,88,7,Every 3 Months,Yes,3.0,1,💎 Champions (High-Value Loyalists)
366,55,Male,Accessories,88,50,Quarterly,Yes,3.7,1,💎 Champions (High-Value Loyalists)
367,64,Male,Clothing,36,37,Fortnightly,Yes,3.5,1,💎 Champions (High-Value Loyalists)
368,52,Male,Clothing,40,18,Monthly,Yes,2.8,1,💎 Champions (High-Value Loyalists)
369,24,Male,Accessories,39,29,Monthly,Yes,4.5,1,💎 Champions (High-Value Loyalists)
370,38,Male,Accessories,40,45,Quarterly,Yes,3.3,1,💎 Champions (High-Value Loyalists)
371,59,Male,Accessories,34,13,Weekly,Yes,3.4,1,💎 Champions (High-Value Loyalists)
372,27,Male,Footwear,83,47,Monthly,Yes,3.2,1,💎 Champions (High-Value Loyalists)
373,24,Male,Clothing,85,7,Weekly,Yes,3.7,1,💎 Champions (High-Value Loyalists)
374,23,Male,Outerwear,27,11,Bi-Weekly,Yes,4.6,1,💎 Champions (High-Value Loyalists)
375,69,Male,Accessories,78,39,Monthly,Yes,5.0,1,💎 Champions (High-Value Loyalists)
376,59,Male,Accessories,32,6,Quarterly,Yes,4.4,1,💎 Champions (High-Value Loyalists)
377,51,Male,Footwear,51,2,Bi-Weekly,Yes,4.9,1,💎 Champions (High-Value Loyalists)
378,63,Male,Accessories,32,39,Every 3 Months,Yes,4.1,1,💎 Champions (High-Value Loyalists)
379,54,Male,Clothing,62,23,Monthly,Yes,4.9,1,💎 Champions (High-Value Loyalists)
380,32,Male,Clothing,29,46,Bi-Weekly,Yes,4.7,1,💎 Champions (High-Value Loyalists)
381,39,Male,Accessories,69,19,Weekly,Yes,3.0,1,💎 Champions (High-Value Loyalists)
382,66,Male,Accessories,25,3,Every 3 Months,Yes,3.4,1,💎 Champions (High-Value Loyalists)
383,28,Male,Clothing,76,47,Quarterly,Yes,3.2,1,💎 Champions (High-Value Loyalists)
384,50,Male,Accessories,77,6,Quarterly,Yes,2.9,1,💎 Champions (High-Value Loyalists)
385,70,Male,Clothing,33,6,Annually,Yes,4.5,1,💎 Champions (High-Value Loyalists)
386,67,Male,Clothing,93,12,Bi-Weekly,Yes,2.7,1,💎 Champions (High-Value Loyalists)
387,64,Male,Accessories,39,40,Quarterly,Yes,3.4,1,💎 Champions (High-Value Loyalists)
388,45,Male,Outerwear,93,38,Fortnightly,Yes,4.6,1,💎 Champions (High-Value Loyalists)
389,22,Male,Accessories,82,10,Quarterly,Yes,2.7,1,💎 Champions (High-Value Loyalists)
390,27,Male,Footwear,42,28,Monthly,Yes,4.2,1,💎 Champions (High-Value Loyalists)
391,25,Male,Accessories,71,19,Annually,Yes,3.2,1,💎 Champions (High-Value Loyalists)
392,37,Male,Clothing,86,25,Fortnightly,Yes,4.8,1,💎 Champions (High-Value Loyalists)
393,26,Male,Clothing,82,38,Annually,Yes,3.3,1,💎 Champions (High-Value Loyalists)
394,33,Male,Footwear,65,6,Fortnightly,Yes,4.2,1,💎 Champions (High-Value Loyalists)
395,43,Male,Accessories,29,7,Bi-Weekly,Yes,4.8,1,💎 Champions (High-Value Loyalists)
396,37,Male,Footwear,65,2,Annually,Yes,4.9,1,💎 Champions (High-Value Loyalists)
397,46,Male,Clothing,88,24,Annually,Yes,3.9,1,💎 Champions (High-Value Loyalists)
398,22,Male,Accessories,46,26,Annually,Yes,3.0,1,💎 Champions (High-Value Loyalists)
399,20,Male,Footwear,67,25,Every 3 Months,Yes,4.6,1,💎 Champions (High-Value Loyalists)
400,60,Male,Accessories,35,10,Monthly,Yes,3.5,1,💎 Champions (High-Value Loyalists)
401,39,Male,Footwear,66,14,Fortnightly,Yes,4.8,1,💎 Champions (High-Value Loyalists)
402,43,Male,Clothing,91,21,Quarterly,Yes,4.8,1,💎 Champions (High-Value Loyalists)
403,31,Male,Accessories,78,26,Monthly,Yes,3.0,1,💎 Champions (High-Value Loyalists)
404,19,Male,Footwear,45,12,Annually,Yes,4.5,1,💎 Champions (High-Value Loyalists)
405,35,Male,Clothing,93,11,Monthly,Yes,4.8,1,💎 Champions (High-Value Loyalists)
406,41,Male,Clothing,74,15,Annually,Yes,3.8,1,💎 Champions (High-Value Loyalists)
407,52,Male,Accessories,55,13,Monthly,Yes,4.6,1,💎 Champions (High-Value Loyalists)
408,45,Male,Clothing,76,5,Bi-Weekly,Yes,3.1,1,💎 Champions (High-Value Loyalists)
409,34,Male,Footwear,66,36,Fortnightly,Yes,3.4,1,💎 Champions (High-Value Loyalists)
410,35,Male,Clothing,51,32,Monthly,Yes,3.3,1,💎 Champions (High-Value Loyalists)
411,29,Male,Clothing,26,1,Quarterly,Yes,4.8,1,💎 Champions (High-Value Loyalists)
412,59,Male,Clothing,29,15,Annually,Yes,2.8,1,💎 Champions (High-Value Loyalists)
413,24,Male,Outerwear,74,3,Weekly,Yes,3.1,1,💎 Champions (High-Value Loyalists)
414,70,Male,Accessories,99,48,Monthly,Yes,4.6,1,💎 Champions (High-Value Loyalists)
415,29,Male,Accessories,88,30,Weekly,Yes,2.6,1,💎 Champions (High-Value Loyalists)
416,67,Male,Outerwear,31,40,Monthly,Yes,2.6,1,💎 Champions (High-Value Loyalists)
417,36,Male,Accessories,55,24,Fortnightly,Yes,3.8,1,💎 Champions (High-Value Loyalists)
418,23,Male,Footwear,81,48,Quarterly,Yes,4.5,1,💎 Champions (High-Value Loyalists)
419,18,Male,Clothing,73,27,Bi-Weekly,Yes,3.0,1,💎 Champions (High-Value Loyalists)
420,53,Male,Clothing,91,14,Every 3 Months,Yes,3.5,1,💎 Champions (High-Value Loyalists)
421,32,Male,Clothing,54,18,Bi-Weekly,Yes,3.8,1,💎 Champions (High-Value Loyalists)
422,38,Male,Clothing,40,48,Bi-Weekly,Yes,3.5,1,💎 Champions (High-Value Loyalists)
423,47,Male,Clothing,59,32,Annually,Yes,3.1,1,💎 Champions (High-Value Loyalists)
424,46,Male,Accessories,26,21,Bi-Weekly,Yes,3.0,1,💎 Champions (High-Value Loyalists)
425,66,Male,Clothing,23,42,Fortnightly,Yes,4.3,1,💎 Champions (High-Value Loyalists)
426,40,Male,Clothing,87,4,Quarterly,Yes,3.3,1,💎 Champions (High-Value Loyalists)
427,43,Male,Clothing,71,19,Quarterly,Yes,4.7,1,💎 Champions (High-Value Loyalists)
428,58,Male,Accessories,91,6,Quarterly,Yes,4.5,1,💎 Champions (High-Value Loyalists)
429,21,Male,Outerwear,64,2,Fortnightly,Yes,2.9,1,💎 Champions (High-Value Loyalists)
430,42,Male,Footwear,94,21,Fortnightly,Yes,4.1,1,💎 Champions (High-Value Loyalists)
431,24,Male,Clothing,40,40,Annually,Yes,3.5,1,💎 Champions (High-Value Loyalists)
432,43,Male,Accessories,76,33,Fortnightly,Yes,3.4,1,💎 Champions (High-Value Loyalists)
433,47,Male,Clothing,86,26,Weekly,Yes,3.3,1,💎 Champions (High-Value Loyalists)
434,49,Male,Clothing,92,23,Fortnightly,Yes,3.2,1,💎 Champions (High-Value Loyalists)
435,50,Male,Footwear,52,39,Every 3 Months,Yes,4.0,1,💎 Champions (High-Value Loyalists)
436,51,Male,Outerwear,28,42,Monthly,Yes,3.6,1,💎 Champions (High-Value Loyalists)
437,40,Male,Clothing,46,41,Weekly,Yes,4.6,1,💎 Champions (High-Value Loyalists)
438,45,Male,Accessories,50,41,Annually,Yes,2.6,1,💎 Champions (High-Value Loyalists)
439,52,Male,Accessories,23,12,Fortnightly,Yes,4.3,1,💎 Champions (High-Value Loyalists)
440,62,Male,Outerwear,50,31,Monthly,Yes,3.4,1,💎 Champions (High-Value Loyalists)
441,20,Male,Clothing,89,34,Fortnightly,Yes,3.5,1,💎 Champions (High-Value Loyalists)
442,43,Male,Clothing,81,32,Annually,Yes,4.2,1,💎 Champions (High-Value Loyalists)
443,29,Male,Accessories,69,31,Quarterly,Yes,3.5,1,💎 Champions (High-Value Loyalists)
444,22,Male,Accessories,67,24,Annually,Yes,3.6,1,💎 Champions (High-Value Loyalists)
445,48,Male,Clothing,20,31,Annually,Yes,4.3,1,💎 Champions (High-Value Loyalists)
446,42,Male,Footwear,29,18,Annually,Yes,4.9,1,💎 Champions (High-Value Loyalists)
447,19,Male,Clothing,74,15,Monthly,Yes,4.1,1,💎 Champions (High-Value Loyalists)
448,60,Male,Clothing,82,7,Every 3 Months,Yes,3.6,1,💎 Champions (High-Value Loyalists)
449,32,Male,Accessories,23,35,Fortnightly,Yes,3.4,1,💎 Champions (High-Value Loyalists)
450,26,Male,Accessories,45,35,Monthly,Yes,2.9,1,💎 Champions (High-Value Loyalists)
451,25,Male,Footwear,21,19,Monthly,Yes,2.7,1,💎 Champions (High-Value Loyalists)
452,66,Male,Accessories,31,26,Fortnightly,Yes,4.3,1,💎 Champions (High-Value Loyalists)
453,45,Male,Clothing,45,39,Fortnightly,Yes,3.3,1,💎 Champions (High-Value Loyalists)
454,54,Male,Accessories,56,22,Weekly,Yes,2.8,1,💎 Champions (High-Value Loyalists)
455,37,Male,Outerwear,97,14,Bi-Weekly,Yes,3.2,1,💎 Champions (High-Value Loyalists)
456,54,Male,Clothing,100,50,Fortnightly,Yes,3.6,1,💎 Champions (High-Value Loyalists)
457,50,Male,Clothing,96,33,Quarterly,Yes,4.0,1,💎 Champions (High-Value Loyalists)
458,25,Male,Accessories,99,48,Every 3 Months,Yes,4.9,1,💎 Champions (High-Value Loyalists)
459,47,Male,Clothing,91,48,Monthly,Yes,4.0,1,💎 Champions (High-Value Loyalists)
460,63,Male,Accessories,30,27,Fortnightly,Yes,3.8,1,💎 Champions (High-Value Loyalists)
461,64,Male,Footwear,65,27,Weekly,Yes,3.7,1,💎 Champions (High-Value Loyalists)
462,18,Male,Footwear,93,20,Weekly,Yes,3.9,1,💎 Champions (High-Value Loyalists)
463,59,Male,Outerwear,81,48,Every 3 Months,Yes,3.3,1,💎 Champions (High-Value Loyalists)
464,37,Male,Accessories,81,29,Weekly,Yes,2.7,1,💎 Champions (High-Value Loyalists)
465,23,Male,Accessories,52,45,Monthly,Yes,4.7,1,💎 Champions (High-Value Loyalists)
466,54,Male,Clothing,88,25,Quarterly,Yes,2.8,1,💎 Champions (High-Value Loyalists)
467,38,Male,Clothing,24,25,Weekly,Yes,4.6,1,💎 Champions (High-Value Loyalists)
468,19,Male,Accessories,51,37,Every 3 Months,Yes,4.5,1,💎 Champions (High-Value Loyalists)
469,34,Male,Accessories,38,16,Quarterly,Yes,5.0,1,💎 Champions (High-Value Loyalists)
470,21,Male,Clothing,46,30,Bi-Weekly,Yes,4.1,1,💎 Champions (High-Value Loyalists)
471,50,Male,Clothing,63,6,Every 3 Months,Yes,4.6,1,💎 Champions (High-Value Loyalists)
472,55,Male,Accessories,72,36,Quarterly,Yes,4.9,1,💎 Champions (High-Value Loyalists)
473,20,Male,Clothing,39,3,Quarterly,Yes,3.9,1,💎 Champions (High-Value Loyalists)
474,34,Male,Outerwear,42,29,Every 3 Months,Yes,3.9,1,💎 Champions (High-Value Loyalists)
475,62,Male,Clothing,76,15,Quarterly,Yes,2.6,1,💎 Champions (High-Value Loyalists)
476,21,Male,Footwear,66,18,Annually,Yes,2.7,1,💎 Champions (High-Value Loyalists)
477,21,Male,Accessories,90,2,Fortnightly,Yes,3.5,1,💎 Champions (High-Value Loyalists)
478,42,Male,Clothing,56,49,Weekly,Yes,3.7,1,💎 Champions (High-Value Loyalists)
479,35,Male,Accessories,43,48,Annually,Yes,3.2,1,💎 Champions (High-Value Loyalists)
480,39,Male,Accessories,84,43,Monthly,Yes,3.3,1,💎 Champions (High-Value Loyalists)
481,68,Male,Clothing,88,30,Bi-Weekly,Yes,4.8,1,💎 Champions (High-Value Loyalists)
482,46,Male,Accessories,88,10,Fortnightly,Yes,3.2,1,💎 Champions (High-Value Loyalists)
483,41,Male,Accessories,42,11,Annually,Yes,2.5,1,💎 Champions (High-Value Loyalists)
484,23,Male,Clothing,73,12,Weekly,Yes,3.9,1,💎 Champions (High-Value Loyalists)
485,68,Male,Accessories,73,28,Quarterly,Yes,4.7,1,💎 Champions (High-Value Loyalists)
486,48,Male,Footwear,44,36,Fortnightly,Yes,2.6,1,💎 Champions (High-Value Loyalists)
487,38,Male,Footwear,63,37,Every 3 Months,Yes,2.8,1,💎 Champions (High-Value Loyalists)
488,41,Male,Outerwear,68,22,Quarterly,Yes,4.4,1,💎 Champions (High-Value Loyalists)
489,58,Male,Clothing,29,32,Weekly,Yes,4.6,1,💎 Champions (High-Value Loyalists)
490,49,Male,Clothing,85,40,Annually,Yes,3.2,1,💎 Champions (High-Value Loyalists)
491,57,Male,Footwear,42,47,Monthly,Yes,4.2,1,💎 Champions (High-Value Loyalists)
492,49,Male,Outerwear,69,24,Bi-Weekly,Yes,3.7,1,💎 Champions (High-Value Loyalists)
493,50,Male,Clothing,62,11,Weekly,Yes,3.9,1,💎 Champions (High-Value Loyalists)
494,28,Male,Accessories,48,19,Bi-Weekly,Yes,4.7,1,💎 Champions (High-Value Loyalists)
495,38,Male,Footwear,68,42,Weekly,Yes,4.5,1,💎 Champions (High-Value Loyalists)
496,33,Male,Accessories,36,6,Fortnightly,Yes,3.3,1,💎 Champions (High-Value Loyalists)
497,30,Male,Clothing,63,31,Fortnightly,Yes,3.3,1,💎 Champions (High-Value Loyalists)
498,43,Male,Footwear,39,31,Weekly,Yes,4.6,1,💎 Champions (High-Value Loyalists)
499,43,Male,Footwear,78,27,Monthly,Yes,3.6,1,💎 Champions (High-Value Loyalists)
500,36,Male,Footwear,99,24,Monthly,Yes,4.8,1,💎 Champions (High-Value Loyalists)
501,36,Male,Clothing,31,35,Every 3 Months,Yes,4.8,1,💎 Champions (High-Value Loyalists)
502,64,Male,Footwear,45,21,Annually,Yes,2.9,1,💎 Champions (High-Value Loyalists)
503,59,Male,Clothing,30,8,Fortnightly,Yes,2.8,1,💎 Champions (High-Value Loyalists)
504,55,Male,Footwear,24,26,Quarterly,Yes,3.2,1,💎 Champions (High-Value Loyalists)
505,42,Male,Footwear,22,26,Annually,Yes,3.9,1,💎 Champions (High-Value Loyalists)
506,61,Male,Clothing,63,9,Bi-Weekly,Yes,4.3,1,💎 Champions (High-Value Loyalists)
507,28,Male,Accessories,40,48,Annually,Yes,2.7,1,💎 Champions (High-Value Loyalists)
508,65,Male,Clothing,20,33,Fortnightly,Yes,5.0,1,💎 Champions (High-Value Loyalists)
509,27,Male,Accessories,20,31,Quarterly,Yes,3.7,1,💎 Champions (High-Value Loyalists)
510,41,Male,Clothing,80,17,Weekly,Yes,3.9,1,💎 Champions (High-Value Loyalists)
511,21,Male,Clothing,87,22,Annually,Yes,3.9,1,💎 Champions (High-Value Loyalists)
512,61,Male,Clothing,46,8,Annually,Yes,3.1,1,💎 Champions (High-Value Loyalists)
513,19,Male,Accessories,49,2,Monthly,Yes,3.3,1,💎 Champions (High-Value Loyalists)
514,22,Male,Accessories,65,45,Annually,Yes,3.6,1,💎 Champions (High-Value Loyalists)
515,64,Male,Clothing,62,47,Quarterly,Yes,4.3,1,💎 Champions (High-Value Loyalists)
516,28,Male,Accessories,67,7,Monthly,Yes,4.5,1,💎 Champions (High-Value Loyalists)
517,34,Male,Clothing,41,19,Bi-Weekly,Yes,2.8,1,💎 Champions (High-Value Loyalists)
518,61,Male,Footwear,49,44,Every 3 Months,Yes,2.7,1,💎 Champions (High-Value Loyalists)
519,24,Male,Clothing,100,16,Every 3 Months,Yes,2.9,1,💎 Champions (High-Value Loyalists)
520,19,Male,Accessories,54,17,Quarterly,Yes,4.4,1,💎 Champions (High-Value Loyalists)
521,51,Male,Accessories,84,20,Quarterly,Yes,3.9,1,💎 Champions (High-Value Loyalists)
522,36,Male,Clothing,41,50,Annually,Yes,3.5,1,💎 Champions (High-Value Loyalists)
523,65,Male,Accessories,88,37,Quarterly,Yes,2.5,1,💎 Champions (High-Value Loyalists)
